,v,d,result
278,1.5362844521707264,1.9356816531445074,Transition
279,1.1532731191675654,1.2988932731243519,Laminar
280,0.6827040398453474,1.949704174917223,Laminar
281,0.8556216870175476,1.4616342642883473,Laminar
282,1.5649782212231065,1.0713014361143267,Laminar
283,0.6617988491319949,1.0681388616490461,Laminar
284,3.054747102978831,1.3974825936773214,Turbulent
285,1.1967835995222347,1.8104179603408714,Transition
286,3.0163082397987053,1.6488336937326178,Turbulent
287,1.9366918727969749,1.2662927956581245,Transition
288,1.3334728635632291,1.560216383066399,Transition
289,1.5019016719499119,1.9638544758568497,Transition
290,1.6437507589876308,1.639850188649954,Transition
291,0.645447101609893,1.3561351066733067,Laminar
292,3.1283518366046947,1.4071662794328017,Turbulent
293,2.724495410037751,1.2577827785360667,Transition
294,0.7783112370373543,1.9840904976728415,Laminar
295,1.0668007049885717,1.8561139401058364,Transition
296,2.4263366591069104,1.6348237606877827,Turbulent
297,1.9933453511592032,1.022862498951389,Transition
298,1.9949250128687144,1.1312410887604618,Transition
299,2.038560700957284,1.1061369425742438,Transition
300,1.6746352189940281,1.0942879692309262,Transition
301,2.735149369625692,1.1935350850131166,Transition
302,0.7788855817843279,1.172590195623958,Laminar
303,1.1083294958537584,1.4814083881594624,Laminar
304,0.8476585580075,1.3690447250939077,Laminar
305,2.8778339292725916,1.009567207191425,Transition
306,3.054657367148566,1.789333836296031,Turbulent
307,1.938007147367589,1.7401054340352822,Transition
308,3.3540462148372825,1.5148672515211716,Turbulent
309,3.2393321408342732,1.1997111614911913,Turbulent
310,2.1762254858332932,1.5705358359991417,Transition
311,1.221983750481518,1.5898179463003959,Transition
312,2.609901748840497,1.6857697458931806,Turbulent
313,2.93064684723829,1.2715119903908965,Turbulent
314,2.701162501524971,1.3535962522932508,Turbulent
315,0.8065054958731911,1.8930518623623431,Laminar
316,0.5112640898028645,1.3981752003801557,Laminar
317,2.500582677468209,1.6020234657954147,Turbulent
318,2.205136771329087,1.4175175065467678,Transition
319,2.7609037555804994,1.7258442984944284,Turbulent
320,2.9980259405510243,1.016352278606357,Transition
321,2.7781488102564658,1.7341701671259238,Turbulent
322,0.9955461948130135,1.0492704615161015,Laminar
323,0.7446672141424788,1.4442219998421342,Laminar
324,0.7962028277557922,1.9553325889622497,Laminar
325,2.611890457710025,1.227118306488771,Transition
326,2.194088042503845,1.7851545967019717,Turbulent
327,1.525417075562629,1.607438219532117,Transition
328,2.8415059587580815,1.6202867719351788,Turbulent
329,1.16668030998496,1.7194519976017202,Transition
330,1.0032363385941432,1.9051360012447793,Transition
331,0.8296976794624475,1.175063410961509,Laminar
332,1.413659015709531,1.9001237975196439,Transition
333,1.995806880595032,1.536748397872966,Transition
334,1.354521758806226,1.8995257577816012,Transition
335,0.9106474617800522,1.2340396254225543,Laminar
336,2.01724694403299,1.7900978270872683,Turbulent
337,3.1885152675904234,1.54333674752986,Turbulent
338,2.1297183861403997,1.3477085104492197,Transition
339,1.619873778833461,1.3157397592709752,Transition
340,0.5509803369883082,1.3955160815361123,Laminar
341,0.6998584940025866,1.3758242788594686,Laminar
342,3.2790709151502724,1.3551759998738966,Turbulent
343,1.207792558648603,1.2025557650605216,Laminar
344,2.4629748548548016,1.2200331969458162,Transition
345,1.2504222681882742,1.438534410617099,Transition
346,0.7244855188720145,1.927470723215293,Laminar
347,2.080304875702668,1.5944590815607942,Transition
348,0.7933171731360825,1.0743084087992656,Laminar
349,0.49592898628737114,1.7385733167179025,Laminar
350,0.549824554382166,1.993168401663399,Laminar
351,2.281789599102769,1.8201179462860195,Turbulent
352,1.8692769265801052,1.8046112751670065,Transition
353,1.7759484128192047,1.640450424227935,Transition
354,1.7699346747982854,1.2380633932137826,Transition
355,0.887658509121087,1.5555708182402115,Laminar
356,3.3127808958991456,1.4873007907356577,Turbulent
357,2.637789300104522,1.1331107200814934,Transition
358,0.8319062251767608,1.4360361474169125,Laminar
359,1.1511161944074093,1.2317371661494656,Laminar
360,3.357158784290953,1.2580218186514456,Turbulent
361,0.8398878706479674,1.3847012363411297,Laminar
362,2.281501292601718,1.2918021370310764,Transition
363,0.9676226956828945,1.7155109080974915,Laminar
364,2.6247924516085956,1.6419102982422316,Turbulent
365,2.9629554362402146,1.5725347901563047,Turbulent
366,1.0516731989435328,1.116088501481524,Laminar
367,2.0263235634997674,1.8153909701744437,Turbulent
368,1.9355627404938023,1.2374724651865168,Transition
369,1.4872050643342178,1.9335560520805029,Transition
370,3.3298005534893336,1.7077696584504722,Turbulent
371,2.8138815569068676,1.5111449084603743,Turbulent
372,3.2193571978733826,1.6002593473260711,Turbulent
373,3.341476575368812,1.3417436995052894,Turbulent
374,0.7168865470222523,1.864983245117708,Laminar
375,1.1415491716170738,1.0594928024747583,Laminar
376,2.87699696430115,1.7390725884014522,Turbulent
377,1.4991943581804148,1.9152159352447842,Transition
378,1.2105462144993986,1.3656308813971971,Laminar
379,3.314875583868354,1.6437521580060954,Turbulent
380,1.4094781213937608,1.9245725620616465,Transition
381,2.7551303080038485,1.1485158030067693,Transition
382,0.47910492957575823,1.697541173717217,Laminar
383,2.630922953774427,1.1811031498930453,Transition
384,1.7118170758263078,1.8098152253025268,Transition
385,1.8783793970377056,1.0829423800040603,Transition
386,1.7131617244669357,1.9608829452296808,Transition
387,3.263609398907667,1.722954994327397,Turbulent
388,1.3558820132502567,1.4224060281079294,Transition
389,2.207715443909823,1.0921141402331065,Transition
390,2.616082795282177,1.3853654720033295,Turbulent
391,2.873314459279207,1.2487236327200804,Turbulent
392,1.843289818693124,1.4833137646714647,Transition
393,0.8771394950267695,1.557615409400566,Laminar
394,2.5027474645078613,1.7258099999779652,Turbulent
395,3.367934597548337,1.463911296558844,Turbulent
396,2.6239603477656623,1.7261323382365912,Turbulent
397,2.846327945112455,1.9712735629447469,Turbulent
398,1.841659842788689,1.5860191145448503,Transition
399,2.410843725478265,1.5859248484963748,Turbulent
400,0.5106759304733437,1.0149054188273485,Laminar
401,2.9997077499593634,1.0584651506891458,Transition
402,1.884102698982546,1.975277273499469,Turbulent
403,1.646504329031476,1.380744734939678,Transition
404,3.0521906827248366,1.7320114018737196,Turbulent
405,1.0812494081157853,1.0949658818228218,Laminar
406,1.0138194757331562,1.3249962305902305,Laminar
407,2.31592994935387,1.3755514310226067,Transition
408,0.6205428291037989,1.138293159591671,Laminar
409,2.79224117673456,1.1324542601190357,Transition
410,1.8811323356422114,1.6073023178085517,Transition
411,3.3713463589018295,1.5643344715336371,Turbulent
412,0.7522070080451567,1.9128451880624795,Laminar
413,1.4737149093902349,1.7936499272296393,Transition
414,1.0234646064773907,1.0230306028779377,Laminar
415,2.160046753968091,1.008695812065329,Transition
416,1.7599150289436793,1.0255118468253468,Transition
417,1.011162393884055,1.5041594366951503,Laminar
418,2.0943773762025413,1.2251287382982259,Transition
419,1.4032578728079623,1.1401101881053082,Laminar
420,2.283852868220312,1.610591829096425,Turbulent
421,3.3049865738828927,1.6220962590571286,Turbulent
422,2.6684323304523585,1.8213831270476897,Turbulent
423,1.267805062448118,1.6570747943500073,Transition
424,1.7575007415411728,1.4238548168425609,Transition
425,0.7138379228332661,1.4087705157036603,Laminar
426,0.591847778299453,1.1307986455205845,Laminar
427,1.2973723667837227,1.2149110040654612,Laminar
428,0.7129840834828879,1.184310588362085,Laminar
429,0.9688587520228394,1.8556389510291051,Transition
430,0.4782173369884679,1.1689812091670784,Laminar
431,0.7822353247032511,1.4296260567253185,Laminar
432,1.1199908074709812,1.418145938216807,Laminar
433,1.0222156513724918,1.0378993739556157,Laminar
434,1.7446615266519077,1.8291809350925936,Transition
435,1.1151423200708188,1.4256655184427864,Laminar
436,2.7977898939381216,1.0435322416841804,Transition
437,1.446992474301045,1.6229408954628037,Transition
438,1.132713886397441,1.1430932026948832,Laminar
439,2.8043667127422,1.593242391306238,Turbulent
440,0.6067330356544872,1.478411669220378,Laminar
441,2.5462699989345547,1.8899437039365603,Turbulent
442,1.6583499589793975,1.0242745484521802,Laminar
443,1.7540511052582675,1.984713132160031,Transition
444,2.660258725900157,1.6017236213010482,Turbulent
445,3.1011690219035817,1.1377296385132558,Transition
446,2.359853650990276,1.7409779363601192,Turbulent
447,3.041193708032154,1.3711637185725798,Turbulent
448,2.2809715534568418,1.7136694289280143,Turbulent
449,0.8206325907411272,1.1643672491189538,Laminar
450,3.2744993258319184,1.1009428841789035,Turbulent
451,2.9376166989253103,1.7314489821785601,Turbulent
452,0.7212219298986626,1.8385077750267662,Laminar
453,2.136973609369787,1.987915120904976,Turbulent
454,1.4824577778029449,1.4059549681998356,Transition
455,2.1732665724561246,1.4007050267566055,Transition
456,0.9086893361936303,1.3327228980160828,Laminar
457,1.4217163237827397,1.963787682685712,Transition
458,1.8269559790510232,1.7233386206274397,Transition
459,0.5499542132027092,1.7314543063546433,Laminar
460,3.056525323339329,1.1735861761163031,Turbulent
461,2.8472156547320453,1.7037982565775143,Turbulent
462,2.7433281936913976,1.7241053067154364,Turbulent
463,0.8894755283045553,1.8558397408419904,Laminar
464,2.5929195244663856,1.9434616654893029,Turbulent
465,1.9329135769487662,1.083745870595475,Transition
466,1.505636659192076,1.3065401975494781,Transition
467,1.0237366403743808,1.7663605053643932,Transition
468,1.5482649773992692,1.9797898680591697,Transition
469,1.3084916800343573,1.412176298144621,Transition
470,0.7191698778775019,1.7365249943110252,Laminar
471,2.988825072780634,1.4548209078727696,Turbulent
472,0.7736835259222945,1.5469631661696632,Laminar
473,3.160326823187297,1.2686683978452113,Turbulent
474,2.2234171004884993,1.9406541626423364,Turbulent
475,1.7224359088661019,1.737055108009154,Transition
476,1.7196852577133415,1.7067782264997615,Transition
477,0.8015475229923941,1.6151759893640074,Laminar
478,2.300420175374313,1.3122061448822246,Transition
479,0.43961544900761884,1.5577891258068703,Laminar
480,0.4144250833291572,1.148562636858641,Laminar
481,2.2966470804516743,1.3832745439217655,Transition
482,2.91762863842938,1.6605734834230435,Turbulent
483,1.2572212782821794,1.7652507550441658,Transition
484,3.2597386658978498,1.0706350041047301,Transition
485,2.9496772999336485,1.9288180005314415,Turbulent
486,2.0359356844078498,1.8253270070932939,Turbulent
487,1.100488485824723,1.6715172967487444,Transition
488,2.9434079663043096,1.5434267374897346,Turbulent
489,0.8691799380150697,1.4529269602811241,Laminar
490,2.152214916038371,1.0176354411569415,Transition
491,0.9193845856416277,1.6792424766440543,Laminar
492,0.6568904434554673,1.4879844653538763,Laminar
493,2.1098909149687874,1.5367635620253322,Transition
494,2.9634598725312817,1.667641920210198,Turbulent
495,1.3878801561612977,1.5705230015211082,Transition
496,0.5385969608745718,1.355854367321724,Laminar
497,1.9063345177973097,1.7339018453811847,Transition
498,2.7242336789183037,1.9858729127332426,Turbulent
499,1.933774060745403,1.5168775052782806,Transition
500,2.452383915718945,1.3475540242171309,Transition
501,1.5107673677109612,1.7209638902434838,Transition
502,1.0560563439714201,1.1447408937295662,Laminar
503,1.0910522627284451,1.9764478486901411,Transition
504,1.9824127577042816,1.3969974290172051,Transition
505,0.5022080099239475,1.8588643598606478,Laminar
506,2.572970564310491,1.2572791883018168,Transition
507,0.6281762201507994,1.1391506065661805,Laminar
508,2.032434265315993,1.1011602328726715,Transition
509,3.106844518623274,1.1247580735670397,Transition
510,2.2429699024268173,1.382756646042643,Transition
511,3.0720281351140915,1.2727402179014515,Turbulent
512,1.4096841861226532,1.1562416821789756,Laminar
513,2.430700842312901,1.2538843538771256,Transition
514,0.43220519488876463,1.364811962052443,Laminar
515,0.40939491370342673,1.6783338781619002,Laminar
516,3.3950141750751595,1.174690462542777,Turbulent
517,0.8588201405009281,1.596701516523945,Laminar
518,0.42863463057169515,1.3135323581562401,Laminar
519,2.0944738375787733,1.6147130497010078,Transition
520,3.2057405399537036,1.8843288929668969,Turbulent
521,0.6091529178072301,1.020995361973319,Laminar
522,2.426863096836112,1.4611055285915437,Transition
523,3.111421025196933,1.0327555974753229,Transition
524,1.3838871969566169,1.9445208995789038,Transition
525,1.2759972889897901,1.8912800537967622,Transition
526,2.5985256386884887,1.0585718098538335,Transition
527,2.127202464108226,1.0853891508805482,Transition
528,3.181956303590245,1.3352750234038968,Turbulent
529,2.618788810962419,1.4293613249931352,Turbulent
530,0.8881277997117921,1.9444889132614893,Laminar
531,1.94301277139104,1.857593398847505,Turbulent
532,1.9540282145771521,1.533556997517064,Transition
533,3.1703628470168583,1.6562653894391561,Turbulent
534,2.9770549973414266,1.90895941118494,Turbulent
535,2.834079280906479,1.389118833457972,Turbulent
536,1.14090841623023,1.6960833244479785,Transition
537,1.8971336139796522,1.130659627333833,Transition
538,1.596753382374176,1.1430925944815575,Transition
539,1.3223233674157036,1.7597790018122796,Transition
540,1.922591597260368,1.127803133108459,Transition
541,2.814642490943073,1.9952346439601607,Turbulent
542,0.7986266648392537,1.0702279094571467,Laminar
543,1.5973942151016791,1.068728168482012,Laminar
544,2.8068805577292517,1.9129946501898507,Turbulent
545,1.5282069344537157,1.4987468930677221,Transition
546,2.761598635864914,1.2120281015612187,Transition
547,1.8838440748170875,1.3967985811276455,Transition
548,2.3580426180558534,1.890850312523847,Turbulent
549,1.6062037190753764,1.6963962611667882,Transition
550,2.5048686775622033,1.0979383079065708,Transition
551,0.4852904213793293,1.8130290822582067,Laminar
552,3.1449165117853295,1.1646411964819592,Turbulent
553,2.7905495547945276,1.082666584875425,Transition
554,2.4692866216430747,1.36724577097142,Transition
555,3.0699658518471664,1.0784282981874056,Transition
556,2.398984228303112,1.095199426150387,Transition
557,1.9652579574580868,1.4960968256399472,Transition
558,2.45715439837791,1.7772311574085626,Turbulent
559,1.5854890336677059,1.1606636930369145,Transition
560,2.767673912011863,1.2206933244816234,Transition
561,2.553992284009588,1.2562519567983799,Transition
562,3.326156273220184,1.0285775011344072,Transition
563,2.0686560662892504,1.3536488020884927,Transition
564,0.5346631019236155,1.5688236485865055,Laminar
565,2.2243139578848523,1.1144506622799206,Transition
566,2.2227526536580173,1.2548860025701414,Transition
567,1.3543266119523074,1.4985555858855633,Transition
568,0.7245889962975474,1.967084719619978,Laminar
569,1.6054570217853614,1.6319075819800943,Transition
570,1.5655668895554302,1.9037207996404062,Transition
571,1.0087268700171266,1.1618252050203557,Laminar
572,2.61889390144406,1.1717969027180128,Transition
573,2.0305593161101014,1.458767023476793,Transition
